"Time of Day","Process Name","PID","Operation","Path","Detail","Result"
"2:08:08.8647442 PM","python.exe","33400","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine\output","","SUCCESS"
"2:08:08.9589231 PM","python.exe","33400","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:08.9589570 PM","python.exe","33400","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:08.9589698 PM","python.exe","33400","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:08 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:08.9589844 PM","python.exe","33400","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:08.9978899 PM","python.exe","33400","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:08.9979259 PM","python.exe","33400","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፅ","BUFFER OVERFLOW"
"2:08:08.9979378 PM","python.exe","33400","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:08 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:08.9979535 PM","python.exe","33400","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:08.9989478 PM","python.exe","33400","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:08.9989765 PM","python.exe","33400","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:08.9989896 PM","python.exe","33400","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:08 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:08.9990054 PM","python.exe","33400","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.0695461 PM","python.exe","33400","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit","","SUCCESS"
"2:08:09.0729871 PM","python.exe","86064","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit","","SUCCESS"
"2:08:09.0745145 PM","python.exe","35508","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.0745387 PM","python.exe","35508","QueryBasicInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit","CreationTime: 6/6/2026 6:32:22 AM, LastAccessTime: 6/7/2026 2:08:08 PM, LastWriteTime: 6/6/2026 7:26:22 AM, ChangeTime: 6/6/2026 7:26:22 AM, FileAttributes: D","SUCCESS"
"2:08:09.0745486 PM","python.exe","35508","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit","","SUCCESS"
"2:08:09.0828966 PM","python.exe","95724","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.0971584 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1469480 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1469739 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፇ","BUFFER OVERFLOW"
"2:08:09.1469842 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1469952 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1470767 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1470908 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Win","BUFFER OVERFLOW"
"2:08:09.1470986 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1471073 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1471921 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1472242 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:09.1472343 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1472473 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1473797 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1474424 PM","python.exe","55556","QueryDirectory","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","FileInformationClass: FileBothDirectoryInformation, 1: .., 2: build_pipeline.py, 3: customer_fidelity_validator.py, 4: immutables_classifier.py, 5: immutables_validator.py, 6: jpa_scrubber.py","SUCCESS"
"2:08:09.1474708 PM","python.exe","55556","QueryDirectory","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","FileInformationClass: FileBothDirectoryInformation","NO MORE FILES"
"2:08:09.1474802 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1487630 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1488011 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፇ","BUFFER OVERFLOW"
"2:08:09.1488122 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1488233 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1503720 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1504052 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:09.1504207 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1504375 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1518535 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1518809 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፇ","BUFFER OVERFLOW"
"2:08:09.1518908 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1519027 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1535432 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1535725 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፇ","BUFFER OVERFLOW"
"2:08:09.1535855 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1536020 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1558985 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1559371 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፇ","BUFFER OVERFLOW"
"2:08:09.1559545 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1559743 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1579827 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1580183 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፇ","BUFFER OVERFLOW"
"2:08:09.1580369 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1580569 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1608381 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1608869 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:09.1609201 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1609537 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1634827 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1635196 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winᅱ","BUFFER OVERFLOW"
"2:08:09.1635420 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1635656 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1652615 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1652986 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፇ","BUFFER OVERFLOW"
"2:08:09.1653186 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1653486 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1679549 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1679950 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Win","BUFFER OVERFLOW"
"2:08:09.1680294 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1680530 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1698130 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1698402 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:09.1698537 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1698681 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1718369 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1718787 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winᅱ","BUFFER OVERFLOW"
"2:08:09.1718966 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1719151 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1744658 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1744973 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winხ","BUFFER OVERFLOW"
"2:08:09.1745104 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1745246 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
"2:08:09.1762341 PM","python.exe","55556","CreateFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened","SUCCESS"
"2:08:09.1762622 PM","python.exe","55556","QueryInformationVolume","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","VolumeCreationTime: 5/30/2024 3:01:34 PM, VolumeSerialNumber: 66CA-DF9F, SupportsObjects: True, VolumeLabel: Winፇ","BUFFER OVERFLOW"
"2:08:09.1762739 PM","python.exe","55556","QueryAllInformationFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","CreationTime: 6/6/2026 6:32:24 AM, LastAccessTime: 6/7/2026 2:08:09 PM, LastWriteTime: 6/6/2026 7:26:23 AM, ChangeTime: 6/6/2026 7:26:23 AM, FileAttributes: D, AllocationSize: 8,192, EndOfFile: 8,192","BUFFER OVERFLOW"
"2:08:09.1762869 PM","python.exe","55556","CloseFile","C:\Users\jimpames\Desktop\FESv8-algebraic\migration_toolkit\skeleton_engine","","SUCCESS"
